trial	block	trial_type	wav_file	condition	key	freq	updown	circscale
1	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
2	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
3	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
4	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
5	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
6	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
7	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
8	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
9	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
10	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
11	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
12	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
13	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
14	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
15	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
16	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
17	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
18	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
19	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
20	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
21	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
22	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
23	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
24	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
25	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
26	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
27	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
28	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
29	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
30	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
31	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
32	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
33	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
34	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
35	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
36	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
37	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
38	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
39	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
40	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
41	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
42	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
43	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
44	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
45	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
46	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
47	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
48	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
49	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
50	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
51	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
52	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
53	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
54	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
55	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
56	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
57	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
58	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
59	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
60	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
61	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
62	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
63	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
64	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
65	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
66	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
67	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
68	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
69	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
70	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
71	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
72	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
73	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
74	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
75	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
76	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
77	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
78	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
79	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
80	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
81	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
82	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
83	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
84	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
85	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
86	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
87	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
88	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
89	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
90	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
91	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
92	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
93	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
94	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
95	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
96	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
97	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
98	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
99	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
100	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
101	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
102	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
103	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
104	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
105	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
106	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
107	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
108	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
109	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
110	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
111	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
112	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
113	1	upScaleDsharp	311D#Shep.wav	shepard	Dsharp	311	up	scale
114	1	upScaleDsharp	175D#Shep.wav	shepard	Dsharp	175	up	scale
115	1	upScaleDsharp	196D#Shep.wav	shepard	Dsharp	196	up	scale
116	1	upScaleDsharp	208D#Shep.wav	shepard	Dsharp	208	up	scale
117	1	upScaleDsharp	233D#Shep.wav	shepard	Dsharp	233	up	scale
118	1	upScaleDsharp	262D#Shep.wav	shepard	Dsharp	262	up	scale
119	1	upScaleDsharp	294D#Shep.wav	shepard	Dsharp	294	up	scale
