trial	block	trial_type	wav_file	condition	key	freq	updown	circscale
1	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
2	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
3	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
4	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
5	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
6	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
7	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
8	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
9	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
10	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
11	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
12	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
13	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
14	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
15	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
16	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
17	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
18	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
19	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
20	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
21	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
22	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
23	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
24	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
25	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
26	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
27	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
28	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
29	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
30	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
31	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
32	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
33	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
34	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
35	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
36	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
37	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
38	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
39	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
40	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
41	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
42	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
43	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
44	1	upCircDsharp	175D#Shep.wav	shepard	Dsharp	175	up	circular
45	1	upCircDsharp	196D#Shep.wav	shepard	Dsharp	196	up	circular
46	1	upCircDsharp	208D#Shep.wav	shepard	Dsharp	208	up	circular
47	1	upCircDsharp	233D#Shep.wav	shepard	Dsharp	233	up	circular
48	1	upCircDsharp	262D#Shep.wav	shepard	Dsharp	262	up	circular
49	1	upCircDsharp	294D#Shep.wav	shepard	Dsharp	294	up	circular
50	1	upCircDsharp	311D#Shep.wav	shepard	Dsharp	311	up	circular
